id,Transaction_Date,Store_ID,Prod_Num,Sale_Amount
4604,2022-01-31,868,105816-A,12.00
4605,2022-01-31,869,105274-IT,296.60
4606,2022-01-31,870,105328-IT,1250.96
4607,2022-01-31,870,105438-A,28.92
4608,2022-01-31,871,105647-B,17.70
4609,2022-01-31,872,105383-M,4.00
4610,2022-01-31,872,105550-B,17.70
4611,2022-01-31,901,105474-A,6.00
4612,2022-01-31,901,105645-B,27.52
4613,2022-01-31,902,105802-A,27.52
4614,2022-01-31,902,105565-T,182.25
4615,2022-01-31,903,105497-M,61.14
4616,2022-01-31,904,105691-M,39.75
4617,2022-01-31,905,105613-T,219.30
4618,2022-01-31,906,105524-M,44.00
4619,2022-01-31,906,105504-A,32.64
4620,2022-01-31,907,105830-B,20.36
4621,2022-01-31,908,105746-B,26.52
4622,2022-01-31,908,105610-A,10.10
4623,2022-01-31,909,105325-IT,1717.70
4624,2022-01-31,909,105695-T,228.77
4625,2022-01-31,910,105738-S,10.10
4626,2022-01-31,911,105411-S,20.36
4627,2022-02-01,701,105441-S,7.85
4628,2022-02-01,704,105358-A,14.00
4629,2022-02-01,705,105336-IT,1317.70
4630,2022-02-01,705,105286-IT,126.18
4631,2022-02-01,705,105726-S,12.12
4632,2022-02-01,708,105342-IT,961.14
4633,2022-02-01,708,105878-S,13.13
4634,2022-02-01,709,105556-A,39.75
4635,2022-02-01,711,105341-IT,1763.70
4636,2022-02-01,711,105546-T,212.32
4637,2022-02-01,713,105592-M,26.52
4638,2022-02-01,713,105600-S,9.95
4639,2022-02-01,717,105831-B,20.36
4640,2022-02-01,718,105423-M,40.55
4641,2022-02-01,721,105773-T,219.30
4642,2022-02-01,722,105659-A,48.00
4643,2022-02-01,724,105445-T,178.60
4644,2022-02-01,724,105675-B,28.92
4645,2022-02-01,724,105701-M,24.33
4646,2022-02-01,724,105508-S,9.09
4647,2022-02-01,726,105390-A,8.00
4648,2022-02-01,727,105755-A,57.70
4649,2022-02-01,728,105272-IT,312.70
4650,2022-02-01,728,105694-S,7.85
4651,2022-02-01,730,105722-S,12.12
4652,2022-02-01,732,105345-IT,120.82
4653,2022-02-01,732,105510-T,166.00
4654,2022-02-01,733,105335-IT,1257.12
4655,2022-02-01,734,105444-S,2.40
4656,2022-02-01,734,105638-M,12.15
4657,2022-02-01,734,105521-M,24.20
4658,2022-02-01,735,105722-S,12.12
4659,2022-02-01,736,105331-IT,1294.30
4660,2022-02-01,736,105260-IT,652.90
4661,2022-02-01,736,105299-IT,101.96
4662,2022-02-01,736,105304-IT,76.53
4663,2022-02-01,736,105321-IT,28.88
4664,2022-02-01,736,105338-IT,1317.70
4665,2022-02-01,736,105328-IT,1250.96
4666,2022-02-01,736,105750-IT,34.14
4667,2022-02-01,736,105280-IT,254.90
4668,2022-02-01,736,105317-IT,33.13
4669,2022-02-01,736,105252-IT,815.00
4670,2022-02-01,736,105270-IT,336.48
4671,2022-02-01,736,105803-IT,141.99
4672,2022-02-01,736,105815-IT,903.90
4673,2022-02-01,736,105849-B,12.70
4674,2022-02-01,736,105685-A,14.60
4675,2022-02-01,736,105474-A,6.00
4676,2022-02-01,736,105465-A,23.44
4677,2022-02-01,736,105817-B,12.12
4678,2022-02-01,736,105777-A,61.14
4679,2022-02-01,736,105631-A,6.00
4680,2022-02-01,736,105611-S,2.40
4681,2022-02-01,736,105666-A,27.61
4682,2022-02-01,736,105563-T,171.90
4683,2022-02-01,736,105778-A,34.64
4684,2022-02-01,736,105879-B,25.45
4685,2022-02-01,736,105397-S,5.24
4686,2022-02-01,736,105674-T,193.25
4687,2022-02-01,736,105743-T,52.90
4688,2022-02-01,736,105482-T,241.40
4689,2022-02-01,736,105527-T,228.30
4690,2022-02-01,736,105763-S,10.10
4691,2022-02-01,736,105566-A,39.72
4692,2022-02-01,736,105605-M,24.28
4693,2022-02-01,736,105475-M,29.30
4694,2022-02-01,736,105433-M,32.64
4695,2022-02-01,736,105747-M,43.30
4696,2022-02-01,736,105499-M,12.30
4697,2022-02-01,736,105406-M,57.12
4698,2022-02-01,736,105671-B,20.36
4699,2022-02-01,736,105708-T,213.82
4700,2022-02-01,736,105771-B,23.44
4701,2022-02-01,736,105547-A,24.00
4702,2022-02-01,736,105576-S,2.40
4703,2022-02-01,736,105502-B,23.44
4704,2022-02-01,736,105850-B,38.36
4705,2022-02-01,736,105836-A,57.70
4706,2022-02-01,736,105880-B,20.36
4707,2022-02-01,736,105416-B,13.13
4708,2022-02-01,736,105581-B,12.70
4709,2022-02-01,736,105582-B,45.45
4710,2022-02-01,736,105831-B,20.36
4711,2022-02-01,736,105647-B,17.70
4712,2022-02-01,737,105318-IT,30.62
4713,2022-02-01,739,105268-IT,346.68
4714,2022-02-01,801,105390-A,8.00
4715,2022-02-01,802,105684-M,34.64
4716,2022-02-01,802,105728-T,111.60
4717,2022-02-01,803,105406-M,57.12
4718,2022-02-01,805,105338-IT,1317.70
4719,2022-02-01,805,105298-IT,102.09
4720,2022-02-01,806,105499-M,12.30
4721,2022-02-01,807,105632-T,217.34
4722,2022-02-01,807,105471-S,7.85
4723,2022-02-01,808,105295-IT,108.33
4724,2022-02-01,808,105529-M,16.60
4725,2022-02-01,809,105369-T,228.30
4726,2022-02-01,811,105654-T,152.40
4727,2022-02-01,811,105665-T,155.00
4728,2022-02-01,813,105782-S,20.36
4729,2022-02-01,814,105339-IT,1161.14
4730,2022-02-01,814,105823-M,5.00
4731,2022-02-01,815,105297-IT,107.06
4732,2022-02-01,816,105355-B,24.28
4733,2022-02-01,816,105738-S,10.10
4734,2022-02-01,817,105476-M,6.00
4735,2022-02-01,818,105815-IT,903.90
4736,2022-02-01,819,105323-IT,28.69
4737,2022-02-01,821,105825-S,9.09
4738,2022-02-01,822,105461-IT,132.90
4739,2022-02-01,823,105564-S,12.12
4740,2022-02-01,824,105687-S,9.09
4741,2022-02-01,825,105527-T,228.30
4742,2022-02-01,826,105455-S,10.10
4743,2022-02-01,826,105428-M,65.50
4744,2022-02-01,827,105860-B,20.32
4745,2022-02-01,827,105862-M,19.36
4746,2022-02-01,828,105839-A,19.36
4747,2022-02-01,831,105702-T,253.40
4748,2022-02-01,833,105286-IT,126.18
4749,2022-02-01,834,105389-S,12.40
4750,2022-02-01,835,105705-S,20.36
4751,2022-02-01,835,105602-S,8.45
4752,2022-02-01,835,105449-A,24.20
4753,2022-02-01,837,105622-T,52.90
4754,2022-02-01,837,105715-A,39.75
4755,2022-02-01,838,105374-B,20.36
4756,2022-02-01,839,105342-IT,961.14
4757,2022-02-01,840,105597-S,14.32
4758,2022-02-01,841,105532-A,51.96
4759,2022-02-01,842,105798-B,15.24
4760,2022-02-01,842,105423-M,40.55
4761,2022-02-01,842,105751-M,26.52
4762,2022-02-01,846,105774-M,12.12
4763,2022-02-01,847,105869-B,25.45
4764,2022-02-01,849,105310-IT,71.74
4765,2022-02-01,850,105638-M,12.15
4766,2022-02-01,850,105727-M,50.96
4767,2022-02-01,851,105277-IT,272.24
4768,2022-02-01,851,105702-T,253.40
4769,2022-02-01,852,105472-S,6.02
4770,2022-02-01,852,105616-S,19.36
4771,2022-02-01,853,105474-A,6.00
4772,2022-02-01,853,105601-M,112.00
4773,2022-02-01,853,105650-M,65.50
4774,2022-02-01,865,105606-M,27.52
4775,2022-02-01,866,105347-IT,837.52
4776,2022-02-01,866,105434-S,2.88
4777,2022-02-01,867,105360-T,188.20
4778,2022-02-01,867,105708-T,213.82
4779,2022-02-01,867,105500-S,20.36
4780,2022-02-01,869,105677-A,61.14
4781,2022-02-01,870,105378-T,155.60
4782,2022-02-01,870,105575-T,165.50
4783,2022-02-01,871,105724-T,191.95
4784,2022-02-01,871,105524-M,44.00
4785,2022-02-01,872,105689-S,10.16
4786,2022-02-01,901,105793-B,19.36
4787,2022-02-01,902,105527-T,228.30
4788,2022-02-01,904,105589-M,23.44
4789,2022-02-01,905,105295-IT,108.33
4790,2022-02-01,905,105839-A,19.36
4791,2022-02-01,905,105878-S,13.13
4792,2022-02-01,905,105761-T,171.98
4793,2022-02-01,905,105546-T,212.32
4794,2022-02-01,905,105408-S,4.32
4795,2022-02-01,906,105281-IT,238.56
4796,2022-02-01,906,105526-S,19.36
4797,2022-02-01,907,105387-A,27.52
4798,2022-02-01,907,105626-S,6.02
4799,2022-02-01,907,105377-A,5.00
4800,2022-02-01,908,105803-IT,141.99
4801,2022-02-01,908,105706-T,244.90
4802,2022-02-01,909,105557-S,6.85
4803,2022-02-01,909,105495-A,13.00
4804,2022-02-01,910,105323-IT,28.69
4805,2022-02-01,911,105699-IT,32.11
4806,2022-02-02,701,105729-A,12.15
4807,2022-02-02,701,105649-A,57.12
4808,2022-02-02,704,105268-IT,346.68
4809,2022-02-02,705,105793-B,19.36
4810,2022-02-02,705,105615-B,28.92
4811,2022-02-02,705,105716-S,12.70
4812,2022-02-02,708,105577-T,215.77
4813,2022-02-02,709,105836-A,57.70
4814,2022-02-02,710,105845-A,24.28
4815,2022-02-02,712,105315-IT,34.43
4816,2022-02-02,712,105554-T,232.40
4817,2022-02-02,714,105306-IT,76.36
4818,2022-02-02,714,105373-T,88.42
4819,2022-02-02,714,105771-B,23.44
4820,2022-02-02,715,105793-B,19.36
4821,2022-02-02,720,105597-S,14.32
4822,2022-02-02,722,105475-M,29.30
4823,2022-02-02,722,105558-M,8.00
4824,2022-02-02,723,105860-B,20.32
4825,2022-02-02,724,105812-B,25.45
4826,2022-02-02,725,105490-B,28.92
4827,2022-02-02,726,105356-S,13.13
4828,2022-02-02,728,105262-IT,603.50
4829,2022-02-02,728,105323-IT,28.69
4830,2022-02-02,728,105313-IT,68.88
4831,2022-02-02,728,105625-M,51.96
4832,2022-02-02,729,105273-IT,303.52
4833,2022-02-02,730,105725-M,23.44
4834,2022-02-02,730,105720-A,4.00
4835,2022-02-02,731,105864-M,13.13
4836,2022-02-02,733,105605-M,24.28
4837,2022-02-02,734,105612-B,74.28
4838,2022-02-02,736,105253-IT,801.88
4839,2022-02-02,736,105297-IT,107.06
4840,2022-02-02,736,105249-IT,852.94
4841,2022-02-02,736,105252-IT,815.00
4842,2022-02-02,736,105540-IT,69.11
4843,2022-02-02,736,105462-IT,109.22
4844,2022-02-02,736,105298-IT,102.09
4845,2022-02-02,736,105265-IT,375.24
4846,2022-02-02,736,105387-A,27.52
4847,2022-02-02,736,105874-B,24.28
4848,2022-02-02,736,105390-A,8.00
4849,2022-02-02,736,105391-T,205.80
4850,2022-02-02,736,105535-A,66.00
4851,2022-02-02,736,105394-A,50.96
4852,2022-02-02,736,105776-A,24.20
4853,2022-02-02,736,105802-A,27.52
4854,2022-02-02,736,105395-B,20.36
4855,2022-02-02,736,105879-B,25.45
4856,2022-02-02,736,105365-T,221.48
4857,2022-02-02,736,105612-B,74.28
4858,2022-02-02,736,105881-B,17.70
4859,2022-02-02,736,105837-S,12.40
4860,2022-02-02,736,105426-M,10.10
4861,2022-02-02,736,105497-M,61.14
4862,2022-02-02,736,105670-M,20.36
4863,2022-02-02,736,105521-M,24.20
4864,2022-02-02,736,105428-M,65.50
4865,2022-02-02,736,105667-M,7.00
4866,2022-02-02,736,105722-S,12.12
4867,2022-02-02,736,105573-B,76.52
4868,2022-02-02,736,105829-T,215.77
4869,2022-02-02,736,105366-T,213.82
4870,2022-02-02,736,105355-B,24.28
4871,2022-02-02,736,105830-B,20.36
4872,2022-02-02,736,105821-S,2.40
4873,2022-02-02,736,105603-T,178.80
4874,2022-02-02,736,105861-T,116.20
4875,2022-02-02,736,105695-T,228.77
4876,2022-02-02,736,105681-B,40.36
4877,2022-02-02,738,105646-M,57.70
4878,2022-02-02,803,105449-A,24.20
4879,2022-02-02,805,105802-A,27.52
4880,2022-02-02,806,105836-A,57.70
4881,2022-02-02,807,105452-M,28.00
4882,2022-02-02,808,105774-M,12.12
4883,2022-02-02,808,105533-M,26.40
4884,2022-02-02,808,105431-M,24.28
4885,2022-02-02,809,105460-IT,72.50
4886,2022-02-02,810,105554-T,232.40
4887,2022-02-02,811,105810-A,11.00
4888,2022-02-02,813,105526-S,19.36
4889,2022-02-02,813,105590-T,187.44
4890,2022-02-02,814,105745-B,26.40
4891,2022-02-02,816,105687-S,9.09
4892,2022-02-02,816,105757-T,204.58
4893,2022-02-02,817,105672-B,26.52
4894,2022-02-02,817,105808-M,26.52
4895,2022-02-02,818,105342-IT,961.14
4896,2022-02-02,821,105257-IT,715.00
4897,2022-02-02,821,105793-B,19.36
4898,2022-02-02,824,105334-IT,1275.44
4899,2022-02-02,825,105664-A,12.12
4900,2022-02-02,826,105386-M,25.00
4901,2022-02-02,827,105753-M,63.70
4902,2022-02-02,828,105352-M,47.61
4903,2022-02-02,831,105757-T,204.58
4904,2022-02-02,831,105355-B,24.28
4905,2022-02-02,832,105369-T,228.30
4906,2022-02-02,833,105482-T,241.40
4907,2022-02-02,834,105595-S,12.40
4908,2022-02-02,834,105637-M,57.70
4909,2022-02-02,835,105752-T,171.90
4910,2022-02-02,835,105838-T,110.25
4911,2022-02-02,836,105763-S,10.10
4912,2022-02-02,836,105430-A,19.48
4913,2022-02-02,837,105545-T,157.28
4914,2022-02-02,837,105661-T,111.90
4915,2022-02-02,838,105260-IT,652.90
4916,2022-02-02,838,105597-S,14.32
4917,2022-02-02,838,105792-S,13.13
4918,2022-02-02,840,105700-IT,131.07
4919,2022-02-02,840,105484-A,28.92
4920,2022-02-02,840,105355-B,24.28
4921,2022-02-02,842,105253-IT,801.88
4922,2022-02-02,843,105563-T,171.90
4923,2022-02-02,843,105578-S,9.09
4924,2022-02-02,845,105813-A,25.00
4925,2022-02-02,847,105826-IT,31.89
4926,2022-02-02,847,105655-M,61.14
4927,2022-02-02,847,105648-B,26.40
4928,2022-02-02,848,105838-T,110.25
4929,2022-02-02,849,105296-IT,107.06
4930,2022-02-02,849,105518-M,20.36
4931,2022-02-02,850,105615-B,28.92
4932,2022-02-02,851,105829-T,215.77
4933,2022-02-02,865,105513-A,57.12
4934,2022-02-02,868,105598-T,206.16
4935,2022-02-02,869,105488-T,164.20
4936,2022-02-02,870,105474-A,6.00
4937,2022-02-02,871,105654-T,152.40
4938,2022-02-02,872,105404-M,19.48
4939,2022-02-02,902,105623-A,50.96
4940,2022-02-02,903,105316-IT,33.13
4941,2022-02-02,904,105382-T,67.85
4942,2022-02-02,905,105816-A,12.00
4943,2022-02-02,906,105660-A,47.61
4944,2022-02-02,906,105503-S,9.45
4945,2022-02-02,908,105750-IT,34.14
4946,2022-02-02,908,105862-M,19.36
4947,2022-02-02,909,105638-M,12.15
4948,2022-02-03,701,105776-A,24.20
4949,2022-02-03,704,105429-T,71.80
4950,2022-02-03,705,105540-IT,69.11
4951,2022-02-03,705,105754-S,20.36
4952,2022-02-03,705,105852-S,4.24
4953,2022-02-03,705,105572-B,24.28
4954,2022-02-03,707,105715-A,39.75
4955,2022-02-03,708,105656-S,12.70
4956,2022-02-03,709,105284-IT,207.85
4957,2022-02-03,709,105465-A,23.44
4958,2022-02-03,709,105403-T,214.32
4959,2022-02-03,709,105543-S,2.88
4960,2022-02-03,709,105552-S,7.85
4961,2022-02-03,710,105257-IT,715.00
4962,2022-02-03,711,105778-A,34.64
4963,2022-02-03,712,105759-T,241.40
4964,2022-02-03,714,105773-T,219.30
4965,2022-02-03,716,105407-T,223.80
4966,2022-02-03,716,105517-S,7.85
4967,2022-02-03,717,105278-IT,272.24
4968,2022-02-03,720,105773-T,219.30
4969,2022-02-03,720,105739-A,6.00
4970,2022-02-03,721,105776-A,24.20
4971,2022-02-03,723,105727-M,50.96
4972,2022-02-03,724,105398-A,52.96
4973,2022-02-03,724,105654-T,152.40
4974,2022-02-03,724,105670-M,20.36
4975,2022-02-03,725,105428-M,65.50
4976,2022-02-03,726,105526-S,19.36
4977,2022-02-03,726,105431-M,24.28
4978,2022-02-03,727,105474-A,6.00
4979,2022-02-03,728,105782-S,20.36
4980,2022-02-03,728,105650-M,65.50
4981,2022-02-03,730,105626-S,6.02
4982,2022-02-03,730,105403-T,214.32
4983,2022-02-03,731,105533-M,26.40
4984,2022-02-03,731,105547-A,24.00
4985,2022-02-03,732,105563-T,171.90
4986,2022-02-03,734,105305-IT,76.36
4987,2022-02-03,736,105331-IT,1294.30
4988,2022-02-03,736,105283-IT,237.28
4989,2022-02-03,736,105460-IT,72.50
4990,2022-02-03,736,105264-IT,379.40
4991,2022-02-03,736,105276-IT,281.43
4992,2022-02-03,736,105295-IT,108.33
4993,2022-02-03,736,105334-IT,1275.44
4994,2022-02-03,736,105257-IT,715.00
4995,2022-02-03,736,105287-IT,126.18
4996,2022-02-03,736,105693-B,27.52
4997,2022-02-03,736,105422-T,116.20
4998,2022-02-03,736,105553-T,134.80
4999,2022-02-03,736,105525-T,204.58
5000,2022-02-03,736,105780-B,25.45
5001,2022-02-03,736,105438-A,28.92
5002,2022-02-03,736,105746-B,26.52
5003,2022-02-03,736,105354-T,133.10
5004,2022-02-03,736,105874-B,24.28
5005,2022-02-03,736,105793-B,19.36
5006,2022-02-03,736,105510-T,166.00
5007,2022-02-03,736,105657-T,145.97
5008,2022-02-03,736,105359-B,23.44
5009,2022-02-03,736,105373-T,88.42
5010,2022-02-03,736,105688-S,12.12
5011,2022-02-03,736,105442-A,63.70
5012,2022-02-03,736,105729-A,12.15
5013,2022-02-03,736,105805-T,88.42
5014,2022-02-03,736,105486-S,19.36
5015,2022-02-03,736,105483-B,12.12
5016,2022-02-03,736,105615-B,28.92
5017,2022-02-03,736,105872-T,97.74
5018,2022-02-03,736,105813-A,25.00
5019,2022-02-03,736,105527-T,228.30
5020,2022-02-03,736,105571-M,52.40
5021,2022-02-03,736,105751-M,26.52
5022,2022-02-03,736,105454-M,14.00
5023,2022-02-03,736,105448-M,6.00
5024,2022-02-03,736,105677-A,61.14
5025,2022-02-03,736,105573-B,76.52
5026,2022-02-03,736,105867-B,20.36
5027,2022-02-03,736,105665-T,155.00
5028,2022-02-03,736,105678-A,12.30
5029,2022-02-03,736,105371-T,216.90
5030,2022-02-03,736,105502-B,23.44
5031,2022-02-03,736,105850-B,38.36
5032,2022-02-03,736,105796-B,17.70
5033,2022-02-03,736,105816-A,12.00
5034,2022-02-03,736,105477-S,7.85
5035,2022-02-03,736,105718-B,24.28
5036,2022-02-03,736,105831-B,20.36
5037,2022-02-03,736,105770-T,201.80
5038,2022-02-03,736,105420-S,20.36
5039,2022-02-03,736,105532-A,51.96
5040,2022-02-03,736,105513-A,57.12
5041,2022-02-03,736,105775-T,201.80
5042,2022-02-03,737,105454-M,14.00
5043,2022-02-03,737,105775-T,201.80
5044,2022-02-03,801,105344-IT,265.07
5045,2022-02-03,802,105259-IT,698.80
5046,2022-02-03,802,105682-A,29.30
5047,2022-02-03,804,105422-T,116.20
5048,2022-02-03,804,105398-A,52.96
5049,2022-02-03,806,105524-M,44.00
5050,2022-02-03,807,105307-IT,75.88
5051,2022-02-03,808,105592-M,26.52
5052,2022-02-03,808,105848-M,33.10
5053,2022-02-03,809,105872-T,97.74
5054,2022-02-03,810,105492-S,17.70
5055,2022-02-03,811,105458-IT,637.52
5056,2022-02-03,812,105379-A,28.00
5057,2022-02-03,812,105468-S,17.70
5058,2022-02-03,813,105662-T,132.30
5059,2022-02-03,817,105300-IT,77.81
5060,2022-02-03,817,105693-B,27.52
5061,2022-02-03,817,105553-T,134.80
5062,2022-02-03,817,105435-A,18.00
5063,2022-02-03,818,105282-IT,237.28
5064,2022-02-03,818,105512-B,28.92
5065,2022-02-03,819,105679-T,134.80
5066,2022-02-03,820,105553-T,134.80
5067,2022-02-03,820,105739-A,6.00
5068,2022-02-03,821,105772-T,134.56
5069,2022-02-03,821,105752-T,171.90
5070,2022-02-03,821,105424-T,192.26
5071,2022-02-03,822,105302-IT,77.36
5072,2022-02-03,824,105699-IT,32.11
5073,2022-02-03,825,105508-S,9.09
5074,2022-02-03,826,105686-A,24.33
5075,2022-02-03,827,105635-T,209.24
5076,2022-02-03,828,105325-IT,1717.70
5077,2022-02-03,828,105463-IT,265.07
5078,2022-02-03,829,105875-T,233.92
5079,2022-02-03,830,105594-T,144.40
5080,2022-02-03,832,105813-A,25.00
5081,2022-02-03,832,105714-T,152.40
5082,2022-02-03,833,105752-T,171.90
5083,2022-02-03,834,105447-M,50.96
5084,2022-02-03,834,105706-T,244.90
5085,2022-02-03,835,105346-IT,318.96
5086,2022-02-03,836,105277-IT,272.24
5087,2022-02-03,836,105848-M,33.10
5088,2022-02-03,837,105316-IT,33.13
5089,2022-02-03,837,105255-IT,771.36
5090,2022-02-03,837,105723-S,6.52
5091,2022-02-03,838,105752-T,171.90
5092,2022-02-03,838,105364-S,17.70
5093,2022-02-03,839,105400-B,76.40
5094,2022-02-03,840,105666-A,27.61
5095,2022-02-03,841,105450-T,226.79
5096,2022-02-03,841,105508-S,9.09
5097,2022-02-03,843,105652-S,10.16
5098,2022-02-03,843,105530-B,20.36
5099,2022-02-03,845,105266-IT,367.08
5100,2022-02-03,850,105278-IT,272.24
5101,2022-02-03,850,105470-S,9.45
5102,2022-02-03,852,105279-IT,272.24
5103,2022-02-03,853,105839-A,19.36
5104,2022-02-03,865,105323-IT,28.69
5105,2022-02-03,865,105706-T,244.90
5106,2022-02-03,866,105777-A,61.14
5107,2022-02-03,866,105822-B,26.52
5108,2022-02-03,866,105758-T,132.30
5109,2022-02-03,867,105504-A,32.64
5110,2022-02-03,869,105703-B,17.70
5111,2022-02-03,872,105524-M,44.00
5112,2022-02-03,872,105571-M,52.40
5113,2022-02-03,901,105460-IT,72.50
5114,2022-02-03,901,105339-IT,1161.14
5115,2022-02-03,903,105729-A,12.15
5116,2022-02-03,904,105605-M,24.28
5117,2022-02-03,905,105637-M,57.70
5118,2022-02-03,905,105728-T,111.60
5119,2022-02-03,905,105644-A,16.60
5120,2022-02-03,907,105250-IT,837.28
5121,2022-02-03,908,105869-B,25.45
5122,2022-02-03,908,105725-M,23.44
5123,2022-02-03,909,105272-IT,312.70
5124,2022-02-03,910,105509-A,12.00
5125,2022-02-03,911,105264-IT,379.40
5126,2022-02-03,911,105339-IT,1161.14
5127,2022-02-04,701,105618-M,27.61
5128,2022-02-04,703,105296-IT,107.06
5129,2022-02-04,704,105792-S,13.13
5130,2022-02-04,705,105321-IT,28.88
5131,2022-02-04,705,105249-IT,852.94
5132,2022-02-04,705,105826-IT,31.89
5133,2022-02-04,705,105294-IT,108.33
5134,2022-02-04,705,105626-S,6.02
5135,2022-02-04,706,105251-IT,827.45
5136,2022-02-04,706,105612-B,74.28
5137,2022-02-04,706,105399-A,112.00
5138,2022-02-04,707,105852-S,4.24
5139,2022-02-04,710,105474-A,6.00
5140,2022-02-04,711,105355-B,24.28
5141,2022-02-04,714,105478-B,17.70
5142,2022-02-04,714,105513-A,57.12
5143,2022-02-04,717,105801-A,24.28
5144,2022-02-04,718,105357-T,195.30
5145,2022-02-04,719,105653-M,11.00
5146,2022-02-04,719,105606-M,27.52
5147,2022-02-04,720,105590-T,187.44
5148,2022-02-04,721,105801-A,24.28
5149,2022-02-04,724,105697-A,15.35
5150,2022-02-04,726,105331-IT,1294.30
5151,2022-02-04,726,105444-S,2.40
5152,2022-02-04,728,105486-S,19.36
5153,2022-02-04,728,105560-M,8.00
5154,2022-02-04,729,105593-S,20.36
5155,2022-02-04,729,105506-B,17.70
5156,2022-02-04,730,105385-M,27.52
5157,2022-02-04,731,105792-S,13.13
5158,2022-02-04,732,105381-M,55.00
5159,2022-02-04,733,105834-A,19.48
5160,2022-02-04,734,105261-IT,622.32
5161,2022-02-04,734,105555-M,33.10
5162,2022-02-04,735,105479-A,20.36
5163,2022-02-04,736,105325-IT,1717.70
5164,2022-02-04,736,105306-IT,76.36
5165,2022-02-04,736,105328-IT,1250.96
5166,2022-02-04,736,105272-IT,312.70
5167,2022-02-04,736,105335-IT,1257.12
5168,2022-02-04,736,105282-IT,237.28
5169,2022-02-04,736,105319-IT,30.16
5170,2022-02-04,736,105302-IT,77.36
5171,2022-02-04,736,105803-IT,141.99
5172,2022-02-04,736,105315-IT,34.43
5173,2022-02-04,736,105685-A,14.60
5174,2022-02-04,736,105812-B,25.45
5175,2022-02-04,736,105490-B,28.92
5176,2022-02-04,736,105520-S,10.10
5177,2022-02-04,736,105789-A,28.36
5178,2022-02-04,736,105510-T,166.00
5179,2022-02-04,736,105702-T,253.40
5180,2022-02-04,736,105776-A,24.20
5181,2022-02-04,736,105437-T,187.25
5182,2022-02-04,736,105651-S,9.09
5183,2022-02-04,736,105743-T,52.90
5184,2022-02-04,736,105594-T,144.40
5185,2022-02-04,736,105566-A,39.72
5186,2022-02-04,736,105568-M,24.00
5187,2022-02-04,736,105376-M,44.50
5188,2022-02-04,736,105385-M,27.52
5189,2022-02-04,736,105725-M,23.44
5190,2022-02-04,736,105498-M,39.72
5191,2022-02-04,736,105628-M,24.28
5192,2022-02-04,736,105667-M,7.00
5193,2022-02-04,736,105375-S,6.85
5194,2022-02-04,736,105728-T,111.60
5195,2022-02-04,736,105769-B,17.70
5196,2022-02-04,736,105680-B,50.36
5197,2022-02-04,736,105836-A,57.70
5198,2022-02-04,736,105764-B,74.28
5199,2022-02-04,736,105468-S,17.70
5200,2022-02-04,736,105415-A,61.14
5201,2022-02-04,736,105800-A,24.33
5202,2022-02-04,736,105847-B,20.36
5203,2022-02-04,736,105582-B,45.45
5204,2022-02-04,736,105786-A,33.10
5205,2022-02-04,737,105252-IT,815.00
5206,2022-02-04,801,105267-IT,355.92
5207,2022-02-04,802,105396-S,17.70
5208,2022-02-04,802,105485-T,205.80
5209,2022-02-04,803,105529-M,16.60
5210,2022-02-04,804,105529-M,16.60
5211,2022-02-04,806,105551-T,188.12
5212,2022-02-04,807,105453-T,159.58
5213,2022-02-04,808,105805-T,88.42
5214,2022-02-04,808,105650-M,65.50
5215,2022-02-04,809,105346-IT,318.96
5216,2022-02-04,809,105308-IT,75.42
5217,2022-02-04,810,105555-M,33.10
5218,2022-02-04,811,105795-S,6.02
5219,2022-02-04,812,105463-IT,265.07
5220,2022-02-04,813,105305-IT,76.36
5221,2022-02-04,813,105825-S,9.09
5222,2022-02-04,815,105402-S,2.40
5223,2022-02-04,816,105667-M,7.00
5224,2022-02-04,817,105724-T,191.95
5225,2022-02-04,819,105405-M,61.14
5226,2022-02-04,821,105270-IT,336.48
5227,2022-02-04,822,105340-IT,1291.71
5228,2022-02-04,822,105343-IT,1257.12
5229,2022-02-04,823,105710-A,9.09
5230,2022-02-04,823,105423-M,40.55
5231,2022-02-04,823,105413-A,57.70
5232,2022-02-04,826,105639-M,39.75
5233,2022-02-04,827,105704-S,6.02
5234,2022-02-04,828,105399-A,112.00
5235,2022-02-04,829,105338-IT,1317.70
5236,2022-02-04,829,105702-T,253.40
5237,2022-02-04,831,105309-IT,75.42
5238,2022-02-04,831,105726-S,12.12
5239,2022-02-04,832,105515-A,26.52
5240,2022-02-04,836,105789-A,28.36
5241,2022-02-04,836,105452-M,28.00
5242,2022-02-04,837,105279-IT,272.24
5243,2022-02-04,837,105774-M,12.12
5244,2022-02-04,838,105424-T,192.26
5245,2022-02-04,839,105319-IT,30.16
5246,2022-02-04,843,105252-IT,815.00
5247,2022-02-04,848,105268-IT,346.68
5248,2022-02-04,848,105490-B,28.92
5249,2022-02-04,848,105576-S,2.40
5250,2022-02-04,850,105607-M,12.30
5251,2022-02-04,850,105767-S,12.88
5252,2022-02-04,850,105575-T,165.50
5253,2022-02-04,851,105296-IT,107.06
5254,2022-02-04,853,105804-IT,737.52
5255,2022-02-04,865,105648-B,26.40
5256,2022-02-04,866,105503-S,9.45
5257,2022-02-04,869,105467-S,6.02
5258,2022-02-04,870,105405-M,61.14
5259,2022-02-04,870,105591-S,9.95
5260,2022-02-04,872,105373-T,88.42
