id,Date,ProdNum,SalesTotal,ShiptoState
632,2022-01-08,105580-B,226.88,Oregon
633,2022-01-08,105550-B,123.90,Texas
634,2022-01-08,105323-IT,86.07,Washington
635,2022-01-08,105788-A,342.72,Washington
636,2022-01-08,105799-S,9.60,Washington
637,2022-01-08,105514-T,1847.16,Washington
638,2022-01-08,105866-B,27.52,Washington
639,2022-01-08,105725-M,140.64,Washington
640,2022-01-08,105381-M,110.00,Washington
641,2022-01-08,105453-T,478.74,Washington
642,2022-01-08,105588-S,47.25,Washington
643,2022-01-08,105307-IT,379.40,Washington
644,2022-01-08,105739-A,12.00,Washington
645,2022-01-08,105825-S,72.72,Washington
646,2022-01-08,105720-A,4.00,Washington
647,2022-01-08,105828-B,142.52,Washington
648,2022-01-08,105416-B,26.26,Washington
649,2022-01-08,105274-IT,1186.40,Washington
650,2022-01-08,105533-M,158.40,Oregon
651,2022-01-08,105584-B,121.40,Oregon
652,2022-01-08,105652-S,60.96,California
653,2022-01-08,105751-M,53.04,California
654,2022-01-08,105264-IT,1897.00,Oregon
655,2022-01-08,105349-M,40.00,Oregon
656,2022-01-08,105464-M,65.00,Oregon
657,2022-01-08,105252-IT,2445.00,Washington
658,2022-01-08,105593-S,142.52,Oregon
659,2022-01-08,105696-S,76.20,California
660,2022-01-08,105620-M,194.24,California
661,2022-01-08,105399-A,896.00,California
662,2022-01-08,105428-M,65.50,Oregon
663,2022-01-08,105866-B,165.12,California
664,2022-01-08,105320-IT,120.64,California
665,2022-01-08,105576-S,19.20,California
666,2022-01-08,105401-B,70.32,Oregon
667,2022-01-08,105874-B,48.56,California
668,2022-01-08,105470-S,18.90,California
669,2022-01-08,105393-B,86.26,California
670,2022-01-08,105874-B,24.28,Washington
671,2022-01-08,105575-T,496.50,Oregon
672,2022-01-08,105825-S,54.54,Oregon
673,2022-01-08,105328-IT,6254.80,California
674,2022-01-08,105482-T,482.80,California
675,2022-01-08,105408-S,25.92,Oregon
676,2022-01-08,105608-A,97.20,Oregon
677,2022-01-08,105526-S,96.80,California
678,2022-01-08,105438-A,202.44,California
679,2022-01-08,105398-A,264.80,California
680,2022-01-08,105272-IT,938.10,California
681,2022-01-08,105834-A,116.88,California
682,2022-01-08,105817-B,84.84,Oregon
683,2022-01-08,105836-A,461.60,Oregon
684,2022-01-08,105746-B,212.16,Oregon
685,2022-01-08,105598-T,1236.96,California
686,2022-01-08,105614-A,101.80,California
687,2022-01-08,105260-IT,5223.20,Oregon
688,2022-01-09,105696-S,76.20,California
689,2022-01-09,105594-T,144.40,California
690,2022-01-09,105251-IT,3309.80,California
691,2022-01-09,105624-M,456.96,California
692,2022-01-09,105372-S,31.40,California
693,2022-01-09,105509-A,12.00,California
694,2022-01-09,105502-B,70.32,California
695,2022-01-09,105413-A,115.40,California
696,2022-01-09,105704-S,24.08,California
697,2022-01-09,105579-B,297.12,California
698,2022-01-09,105683-B,27.52,California
699,2022-01-09,105798-B,106.68,Kentucky
700,2022-01-09,105570-M,144.60,Kentucky
701,2022-01-09,105665-T,1085.00,Minnesota
702,2022-01-09,105331-IT,2588.60,Oregon
703,2022-01-09,105488-T,656.80,Oregon
704,2022-01-09,105442-A,318.50,Oregon
705,2022-01-09,105495-A,78.00,Oregon
706,2022-01-09,105837-S,74.40,Oregon
707,2022-01-09,105625-M,103.92,Oregon
708,2022-01-09,105366-T,641.46,Oregon
709,2022-01-09,105588-S,66.15,Oregon
710,2022-01-09,105658-B,20.36,Oregon
711,2022-01-09,105647-B,53.10,Oregon
712,2022-01-09,105514-T,1583.28,Utah
713,2022-01-09,105787-A,97.92,Washington
714,2022-01-09,105732-B,40.72,Washington
715,2022-01-09,105597-S,71.60,Washington
716,2022-01-09,105401-B,140.64,Washington
717,2022-01-09,105665-T,930.00,Washington
718,2022-01-09,105576-S,7.20,Washington
719,2022-01-09,105641-A,159.12,Washington
720,2022-01-09,105269-IT,343.97,Washington
721,2022-01-09,105417-B,25.45,Washington
722,2022-01-09,105646-M,173.10,California
723,2022-01-09,105808-M,106.08,Oregon
724,2022-01-09,105877-B,81.44,Oregon
725,2022-01-09,105764-B,519.96,California
726,2022-01-09,105605-M,97.12,Oregon
727,2022-01-09,105449-A,72.60,Oregon
728,2022-01-09,105351-M,352.00,Oregon
729,2022-01-09,105388-B,148.08,Oregon
730,2022-01-09,105493-B,1127.25,Oregon
731,2022-01-09,105482-T,482.80,Wyoming
732,2022-01-09,105836-A,115.40,California
733,2022-01-09,105274-IT,1186.40,Washington
734,2022-01-09,105454-M,14.00,Minnesota
735,2022-01-09,105517-S,47.10,"New York"
736,2022-01-09,105479-A,20.36,Washington
737,2022-01-09,105278-IT,1361.20,Washington
738,2022-01-09,105514-T,1055.52,Ohio
739,2022-01-09,105717-B,122.16,Washington
740,2022-01-09,105508-S,63.63,California
741,2022-01-09,105779-S,20.20,Ohio
742,2022-01-09,105514-T,791.64,"South Carolina"
743,2022-01-09,105870-B,440.72,California
744,2022-01-09,105654-T,762.00,California
745,2022-01-09,105747-M,216.50,California
746,2022-01-09,105690-A,173.20,Washington
747,2022-01-09,105558-M,8.00,California
748,2022-01-09,105524-M,352.00,Oregon
749,2022-01-09,105794-S,2.40,Minnesota
750,2022-01-09,105680-B,352.52,Washington
751,2022-01-09,105781-B,169.40,California
752,2022-01-09,105665-T,465.00,Oregon
753,2022-01-09,105261-IT,622.32,Oregon
754,2022-01-09,105655-M,183.42,Oregon
755,2022-01-09,105269-IT,343.97,Oregon
756,2022-01-09,105279-IT,2177.92,California
757,2022-01-09,105506-B,17.70,Oregon
758,2022-01-09,105322-IT,57.38,California
759,2022-01-09,105482-T,241.40,Utah
760,2022-01-09,105310-IT,71.74,California
761,2022-01-09,105729-A,24.30,Kentucky
762,2022-01-09,105328-IT,6254.80,Washington
763,2022-01-09,105310-IT,502.18,Oregon
764,2022-01-09,105305-IT,610.88,Oregon
765,2022-01-09,105452-M,56.00,Washington
766,2022-01-09,105522-A,21.00,Washington
767,2022-01-09,105273-IT,1517.60,Oregon
768,2022-01-09,105319-IT,120.64,Oregon
769,2022-01-09,105274-IT,1779.60,Oregon
770,2022-01-10,105323-IT,28.69,California
771,2022-01-10,105479-A,122.16,California
772,2022-01-10,105559-S,50.80,California
773,2022-01-10,105690-A,303.10,California
774,2022-01-10,105615-B,86.76,California
775,2022-01-10,105798-B,45.72,California
776,2022-01-10,105495-A,39.00,California
777,2022-01-10,105452-M,112.00,California
778,2022-01-10,105529-M,16.60,California
779,2022-01-10,105701-M,170.31,California
780,2022-01-10,105620-M,194.24,California
781,2022-01-10,105618-M,27.61,California
782,2022-01-10,105623-A,305.76,California
783,2022-01-10,105574-A,13.13,California
784,2022-01-10,105543-S,5.76,California
785,2022-01-10,105449-A,169.40,California
786,2022-01-10,105581-B,12.70,California
787,2022-01-10,105374-B,142.52,Illinois
788,2022-01-10,105831-B,162.88,Illinois
789,2022-01-10,105277-IT,1905.68,Illinois
790,2022-01-10,105262-IT,1207.00,Minnesota
791,2022-01-10,105454-M,14.00,Minnesota
792,2022-01-10,105570-M,289.20,Mississippi
793,2022-01-10,105517-S,47.10,"New York"
794,2022-01-10,105570-M,36.15,Ohio
795,2022-01-10,105322-IT,172.14,Oregon
796,2022-01-10,105478-B,35.40,Oregon
797,2022-01-10,105823-M,20.00,Oregon
798,2022-01-10,105406-M,114.24,Oregon
799,2022-01-10,105358-A,112.00,Oregon
800,2022-01-10,105648-B,211.20,Oregon
801,2022-01-10,105581-B,25.40,Oregon
802,2022-01-10,105647-B,88.50,"South Carolina"
803,2022-01-10,105479-A,20.36,Washington
804,2022-01-10,105318-IT,91.86,Washington
805,2022-01-10,105687-S,27.27,Washington
806,2022-01-10,105263-IT,2655.80,Washington
807,2022-01-10,105626-S,36.12,Washington
808,2022-01-10,105729-A,36.45,Washington
809,2022-01-10,105399-A,224.00,Washington
810,2022-01-10,105330-IT,6882.20,Washington
811,2022-01-10,105523-M,72.90,Washington
812,2022-01-10,105735-M,310.80,Washington
813,2022-01-10,105625-M,259.80,Washington
814,2022-01-10,105572-B,145.68,Washington
815,2022-01-10,105451-S,32.60,Washington
816,2022-01-10,105257-IT,4290.00,Washington
817,2022-01-10,105834-A,77.92,Washington
818,2022-01-10,105278-IT,1361.20,Washington
819,2022-01-10,105658-B,101.80,Washington
820,2022-01-10,105587-S,24.08,Oregon
821,2022-01-10,105501-A,262.00,Washington
822,2022-01-10,105419-B,121.92,California
823,2022-01-10,105835-B,19.36,Oregon
824,2022-01-10,105607-M,36.90,Oregon
825,2022-01-10,105852-S,25.44,Washington
826,2022-01-10,105610-A,50.50,"New York"
827,2022-01-10,105771-B,117.20,Oregon
828,2022-01-10,105493-B,1578.15,Ohio
829,2022-01-10,105570-M,216.90,Oregon
830,2022-01-10,105386-M,200.00,Washington
831,2022-01-10,105792-S,65.65,Washington
832,2022-01-10,105867-B,40.72,California
833,2022-01-10,105400-B,305.60,Oregon
834,2022-01-10,105366-T,1282.92,Texas
835,2022-01-10,105273-IT,607.04,California
836,2022-01-10,105495-A,91.00,Washington
837,2022-01-10,105722-S,12.12,Washington
838,2022-01-10,105778-A,138.56,California
839,2022-01-10,105672-B,26.52,Oregon
840,2022-01-10,105514-T,1583.28,Utah
841,2022-01-10,105628-M,24.28,Washington
842,2022-01-10,105655-M,122.28,California
843,2022-01-10,105628-M,72.84,California
844,2022-01-10,105701-M,72.99,Oregon
845,2022-01-10,105438-A,28.92,Washington
846,2022-01-10,105868-B,61.08,Washington
847,2022-01-10,105487-S,79.60,Washington
848,2022-01-10,105847-B,162.88,California
849,2022-01-10,105558-M,40.00,Ohio
850,2022-01-10,105275-IT,889.80,Washington
851,2022-01-10,105248-IT,7067.84,Oregon
852,2022-01-10,105509-A,84.00,Washington
853,2022-01-10,105427-S,81.28,Washington
854,2022-01-10,105837-S,12.40,Washington
855,2022-01-10,105666-A,82.83,Washington
856,2022-01-10,105514-T,791.64,Georgia
857,2022-01-10,105418-B,61.08,Oregon
858,2022-01-10,105482-T,1931.20,Washington
859,2022-01-10,105408-S,17.28,Washington
860,2022-01-10,105710-A,54.54,Oregon
861,2022-01-10,105366-T,1282.92,Illinois
862,2022-01-10,105663-M,211.84,Oregon
863,2022-01-10,105258-IT,5615.04,Washington
864,2022-01-10,105580-B,113.44,Washington
865,2022-01-10,105616-S,58.08,Oregon
866,2022-01-10,105840-A,297.90,Oregon
867,2022-01-10,105327-IT,5028.48,Washington
868,2022-01-10,105496-M,115.68,Oregon
869,2022-01-10,105364-S,17.70,Florida
870,2022-01-10,105304-IT,535.71,Oregon
871,2022-01-11,105331-IT,6471.50,California
872,2022-01-11,105394-A,356.72,California
873,2022-01-11,105399-A,896.00,California
874,2022-01-11,105400-B,305.60,California
875,2022-01-11,105282-IT,949.12,California
876,2022-01-11,105353-A,81.44,California
877,2022-01-11,105642-B,101.60,California
878,2022-01-11,105718-B,194.24,California
879,2022-01-11,105664-A,36.36,California
880,2022-01-11,105471-S,39.25,California
881,2022-01-11,105506-B,106.20,Florida
882,2022-01-11,105817-B,48.48,Illinois
883,2022-01-11,105570-M,108.45,"New York"
884,2022-01-11,105257-IT,3575.00,"New York"
885,2022-01-11,105300-IT,389.05,Oregon
886,2022-01-11,105856-B,193.60,Oregon
887,2022-01-11,105711-B,121.40,Oregon
888,2022-01-11,105619-T,288.00,Oregon
889,2022-01-11,105397-S,41.92,Oregon
890,2022-01-11,105870-B,1322.16,Oregon
891,2022-01-11,105653-M,44.00,Oregon
892,2022-01-11,105386-M,200.00,Oregon
893,2022-01-11,105428-M,65.50,Oregon
894,2022-01-11,105407-T,447.60,Oregon
895,2022-01-11,105485-T,1234.80,Oregon
896,2022-01-11,105821-S,14.40,Oregon
897,2022-01-11,105409-A,253.05,Oregon
898,2022-01-11,105855-A,65.50,Oregon
899,2022-01-11,105310-IT,143.48,Washington
900,2022-01-11,105320-IT,241.28,Washington
901,2022-01-11,105707-S,20.96,Washington
902,2022-01-11,105853-A,202.75,Washington
903,2022-01-11,105833-B,459.12,Washington
904,2022-01-11,105464-M,78.00,Washington
905,2022-01-11,105628-M,24.28,Washington
906,2022-01-11,105302-IT,618.88,Washington
907,2022-01-11,105579-B,445.68,Washington
908,2022-01-11,105255-IT,1542.72,California
909,2022-01-11,105501-A,366.80,Oregon
910,2022-01-11,105305-IT,76.36,California
911,2022-01-11,105421-S,49.75,California
912,2022-01-11,105574-A,78.78,Texas
913,2022-01-11,105283-IT,1186.40,Oregon
914,2022-01-11,105641-A,79.56,Oregon
915,2022-01-11,105879-B,25.45,Washington
916,2022-01-11,105649-A,342.72,Washington
917,2022-01-11,105409-A,253.05,California
918,2022-01-11,105566-A,158.88,Minnesota
919,2022-01-11,105318-IT,153.10,California
920,2022-01-11,105482-T,241.40,Kentucky
921,2022-01-11,105482-T,1931.20,Texas
922,2022-01-11,105395-B,40.72,Oregon
923,2022-01-11,105408-S,8.64,"New York"
924,2022-01-11,105828-B,142.52,Washington
925,2022-01-11,105495-A,78.00,Oregon
926,2022-01-11,105641-A,159.12,Washington
927,2022-01-11,105570-M,253.05,Minnesota
928,2022-01-11,105556-A,318.00,California
929,2022-01-11,105769-B,35.40,California
930,2022-01-11,105366-T,855.28,Missouri
931,2022-01-11,105654-T,914.40,Washington
932,2022-01-11,105681-B,201.80,Oregon
933,2022-01-11,105367-M,52.40,Washington
934,2022-01-11,105431-M,169.96,California
935,2022-01-11,105709-B,445.68,Oregon
936,2022-01-11,105856-B,121.00,California
937,2022-01-11,105732-B,81.44,California
938,2022-01-11,105313-IT,482.16,Washington
939,2022-01-11,105572-B,169.96,California
940,2022-01-11,105718-B,24.28,Oregon
941,2022-01-11,105409-A,289.20,Washington
942,2022-01-11,105304-IT,229.59,Washington
943,2022-01-11,105626-S,6.02,California
944,2022-01-11,105721-B,205.10,Oregon
945,2022-01-11,105482-T,1448.40,Virginia
946,2022-01-11,105469-M,58.40,Washington
947,2022-01-11,105468-S,141.60,Oregon
948,2022-01-11,105555-M,231.70,Washington
949,2022-01-11,105280-IT,1529.40,California
950,2022-01-11,105393-B,345.04,Washington
951,2022-01-12,105465-A,187.52,California
952,2022-01-12,105630-B,242.16,California
953,2022-01-12,105687-S,54.54,California
954,2022-01-12,105304-IT,612.24,California
955,2022-01-12,105263-IT,3035.20,California
956,2022-01-12,105859-B,24.20,California
957,2022-01-12,105866-B,165.12,California
958,2022-01-12,105763-S,20.20,California
959,2022-01-12,105655-M,122.28,California
960,2022-01-12,105349-M,16.00,California
961,2022-01-12,105628-M,72.84,California
962,2022-01-12,105665-T,155.00,California
963,2022-01-12,105436-S,30.24,California
964,2022-01-12,105641-A,106.08,California
965,2022-01-12,105446-B,12.70,California
966,2022-01-12,105688-S,12.12,Illinois
967,2022-01-12,105446-B,50.80,Minnesota
968,2022-01-12,105514-T,1055.52,Ohio
969,2022-01-12,105594-T,866.40,Oregon
970,2022-01-12,105798-B,30.48,Oregon
971,2022-01-12,105898-B,58.92,Oregon
972,2022-01-12,105439-M,240.00,Oregon
973,2022-01-12,105367-M,157.20,Oregon
974,2022-01-12,105701-M,72.99,Oregon
975,2022-01-12,105722-S,72.72,Oregon
976,2022-01-12,105252-IT,4075.00,Oregon
977,2022-01-12,105375-S,47.95,Oregon
978,2022-01-12,105613-T,1096.50,Oregon
979,2022-01-12,105704-S,36.12,Oregon
980,2022-01-12,105514-T,1847.16,Texas
981,2022-01-12,105849-B,63.50,Washington
982,2022-01-12,105438-A,28.92,Washington
983,2022-01-12,105746-B,159.12,Washington
984,2022-01-12,105688-S,84.84,Washington
985,2022-01-12,105808-M,26.52,Washington
986,2022-01-12,105747-M,216.50,Washington
987,2022-01-12,105428-M,393.00,Washington
988,2022-01-12,105751-M,132.60,Washington
989,2022-01-12,105280-IT,1784.30,Washington
990,2022-01-12,105692-S,81.28,Washington
991,2022-01-12,105784-B,162.88,Washington
992,2022-01-12,105642-B,81.28,Washington
993,2022-01-12,105717-B,122.16,Washington
994,2022-01-12,105868-B,61.08,Washington
995,2022-01-12,105315-IT,68.86,Washington
996,2022-01-12,105514-T,1055.52,California
997,2022-01-12,105798-B,60.96,Florida
998,2022-01-12,105405-M,183.42,California
999,2022-01-12,105411-S,81.44,California
1000,2022-01-12,105312-IT,68.88,Oregon
